,sex,age,generation,incomelevel
1994,1,0,4,0
8431,0,3,2,2
1553,0,0,2,0
7744,0,3,2,0
1482,0,0,4,2
4741,0,3,4,0
1419,1,2,0,2
13040,0,2,0,1
9210,0,4,5,2
3647,0,1,4,0
3998,0,0,4,0
5876,1,4,5,2
408,1,0,4,0
5926,1,3,3,2
11158,0,0,4,2
8647,0,4,5,2
8399,0,1,4,2
10250,1,0,2,0
4601,0,1,2,2
12956,1,3,4,0
10363,0,1,4,0
3685,0,0,4,2
10884,0,3,2,0
7147,1,3,3,0
3197,1,3,2,2
5099,0,1,4,0
7723,0,3,3,0
2068,0,0,2,0
12883,0,1,2,0
11187,1,3,4,2
6433,0,5,5,0
5560,0,5,5,2
9880,0,1,0,0
2212,0,5,1,1
8496,0,5,1,2
8258,0,5,1,2
921,0,1,4,2
2887,0,4,5,0
9748,0,1,0,0
3871,1,5,5,0
1453,1,5,1,2
1857,0,4,5,0
12723,0,5,5,0
1047,1,3,4,0
10972,0,1,4,0
5398,0,0,2,2
12580,1,3,4,0
165,0,2,0,2
10152,0,4,5,0
11777,0,1,0,2
10730,1,1,0,0
1375,1,1,0,2
6697,0,2,5,0
12560,1,3,2,0
8622,0,4,0,2
12553,1,3,2,0
9972,0,0,4,0
6825,1,3,3,0
9189,0,5,1,2
12997,0,0,4,0
4208,0,2,0,2
9475,1,3,4,2
11622,0,3,2,0
12958,0,1,2,0
4637,0,3,4,0
8840,0,0,4,0
2556,0,4,5,2
2910,0,3,3,0
8286,1,3,4,2
10853,0,5,5,0
11254,0,0,4,2
8178,1,1,2,0
11295,1,3,3,2
10742,1,4,1,0
12739,0,5,5,0
1115,0,3,2,0
5141,0,1,0,0
8912,0,4,5,0
1975,1,5,5,0
5276,0,5,5,0
2389,1,3,3,1
6165,1,3,2,0
11300,0,0,2,0
11802,0,4,5,2
4241,0,3,4,2
8947,0,5,5,0
3054,0,0,4,0
399,1,3,4,0
5088,0,0,4,0
4389,0,4,5,1
608,1,3,4,2
6413,1,3,4,0
3576,0,1,4,2
9000,0,3,2,0
3715,0,3,3,2
17,0,4,1,2
1404,0,4,5,2
5879,0,2,0,2
4973,1,3,3,2
2743,0,3,3,2
5581,0,2,2,2
7101,0,0,2,0
5540,0,5,5,2
7368,1,2,0,0
8714,1,1,2,2
8472,0,1,0,2
5479,1,1,2,2
4274,0,2,2,2
11698,1,3,3,0
12463,1,3,3,1
5521,0,4,5,2
7725,1,3,3,0
1243,0,3,2,0
2542,0,2,0,2
6486,0,3,2,0
8690,1,5,5,2
1540,1,3,2,0
10557,0,4,0,2
6125,0,0,4,0
2566,1,3,4,2
3542,0,0,4,2
12921,0,3,2,0
8523,0,1,2,2
8468,1,3,4,2
11578,0,5,1,2
5132,0,4,1,0
4000,0,3,3,0
6547,0,0,2,0
5583,0,4,5,2
11812,0,0,2,2
8126,0,5,1,0
2319,0,4,5,1
12684,0,0,4,0
4370,0,2,0,1
886,1,1,2,2
6876,0,5,5,0
1215,0,5,5,0
9138,0,4,1,2
7053,1,0,4,2
3609,0,0,4,0
9841,0,5,5,0
11977,0,1,0,0
9187,0,3,4,2
2469,0,0,2,2
11114,0,4,5,2
3675,0,3,4,2
3231,0,1,2,2
10307,0,4,5,0
3646,0,3,3,0
4554,0,1,2,2
5937,1,5,5,2
2140,0,0,4,0
12733,0,0,4,0
7636,0,1,2,0
13018,0,1,0,1
12217,0,1,2,2
7153,1,3,3,0
211,0,4,5,2
2349,1,3,3,1
10006,0,2,2,0
7998,1,5,1,0
12842,0,4,5,0
9878,0,2,5,0
3507,0,0,4,2
11246,0,2,2,2
8265,1,5,1,2
2297,1,3,4,1
3570,0,2,2,2
1906,1,1,2,0
7954,0,3,3,2
2685,1,3,4,2
9446,1,3,4,2
2273,0,2,0,1
3843,1,0,4,0
3509,0,2,0,2
3905,1,3,4,0
1201,0,3,3,0
9549,0,0,4,2
4332,0,4,5,1
11968,0,3,2,0
6283,1,3,3,0
662,0,3,4,2
9125,1,4,0,0
9216,0,4,5,2
6226,0,3,4,0
6207,1,3,4,0
1099,0,3,2,0
5342,0,3,3,0
5954,0,1,0,2
10873,1,5,5,0
2677,1,3,4,2
532,1,3,2,2
8998,0,0,2,0
9579,0,5,1,1
6792,0,3,4,0
2470,0,1,0,2
4049,0,3,4,0
6113,0,0,4,0
11499,1,3,4,1
2170,0,5,1,1
10031,0,4,1,0
4768,1,3,3,0
1827,0,2,0,0
8002,0,3,2,0
12840,1,3,4,0
4474,0,2,0,0
6750,1,3,4,0
4088,0,0,4,0
7152,0,3,3,0
8180,0,1,2,0
2220,0,3,4,1
13123,0,5,5,1
7442,0,2,0,0
10441,0,3,4,2
2622,1,3,3,2
7036,0,5,5,2
4666,1,3,4,0
725,0,3,3,2
9096,0,5,5,0
7971,1,2,2,2
11572,0,3,4,2
2518,0,5,1,2
10173,0,5,5,0
7014,1,4,5,2
10331,0,5,5,0
3662,1,3,3,0
2448,0,3,2,2
12746,1,3,2,0
8965,0,1,4,1
8127,1,3,4,0
9699,0,4,5,1
745,1,3,4,2
2882,0,1,2,0
6136,0,1,4,0
7097,0,3,2,0
12944,0,0,2,0
6865,0,3,3,0
1872,1,3,4,0
7083,0,0,2,0
13025,0,3,4,1
4004,0,1,4,0
12626,0,4,5,0
3746,0,3,3,2
10272,0,4,5,0
12100,0,5,5,2
6832,1,3,3,0
6574,0,4,5,0
3130,0,0,4,0
11608,1,3,3,2
12775,0,3,4,0
11450,1,0,4,0
12540,0,2,5,0
11146,1,4,5,2
7337,0,3,2,0
8490,0,4,5,2
7213,1,5,1,1
2618,0,4,0,2
7363,0,5,1,0
5263,0,2,0,0
8843,0,1,4,0
1111,0,3,2,0
10904,1,3,4,0
3898,1,3,4,0
10191,0,3,3,0
9243,0,0,4,2
10804,0,3,3,0
8276,0,2,0,2
8742,0,0,2,0
557,1,3,2,2
2289,0,5,5,1
11707,0,0,2,0
12728,0,3,3,0
8827,0,1,4,0
5023,0,3,4,0
8364,0,4,5,2
3105,0,3,3,0
11414,0,0,4,0
10792,1,3,4,0
13062,0,4,5,1
8979,0,3,3,1
11735,0,3,4,0
5324,0,0,4,0
2202,0,5,1,1
14,1,2,5,2
1845,0,3,4,0
2207,0,0,2,1
7476,0,2,0,0
11693,1,3,3,0
11548,0,3,4,2
5625,0,1,4,2
8945,1,3,3,0
1051,0,1,2,0
8289,0,4,5,2
12501,1,0,4,0
6755,0,0,2,0
12212,0,2,0,2
11753,1,3,3,0
12990,0,1,2,0
8820,1,3,3,0
7270,0,0,2,1
12370,0,3,2,1
11700,1,3,3,0
7549,1,2,2,0
1228,1,3,3,0
11179,1,2,0,2
10334,1,1,2,0
8784,0,1,2,0
7929,0,1,2,2
1958,0,5,5,0
11567,0,4,5,2
10712,0,3,3,2
6980,0,0,4,2
2045,0,3,3,2
4930,0,4,5,2
12037,0,3,4,0
11001,1,3,4,0
6717,1,3,4,0
2856,0,3,4,0
5080,1,3,3,0
6693,0,0,2,0
7602,0,3,3,0
11337,0,3,4,0
7921,1,0,4,2
11048,0,3,3,0
13146,0,1,4,1
2687,0,1,0,2
898,1,1,2,2
10314,1,0,4,0
11067,0,1,2,2
7258,1,3,4,1
5361,1,1,4,0
613,0,1,2,2
785,0,1,2,2
4219,0,1,2,2
2229,0,1,0,1
11493,0,3,4,1
7845,1,3,3,0
1187,0,1,2,0
5423,1,0,2,2
10098,1,3,4,0
9408,1,1,2,2
1939,1,2,0,0
1778,1,5,1,0
10179,0,2,0,0
897,0,4,5,2
11,0,5,1,2
394,0,4,5,0
2144,1,3,3,0
11281,0,4,0,2
2903,0,3,4,0
3068,0,2,0,0
10000,1,0,4,0
2118,0,3,4,0
3673,0,3,4,2
10220,0,0,4,0
12633,0,1,2,0
9117,0,0,4,0
11244,0,1,4,2
7720,0,1,4,0
8558,0,4,5,2
5679,0,2,5,2
1036,0,5,5,0
9400,0,2,0,2
882,0,3,3,2
1932,0,0,4,0
6306,0,2,2,0
7737,0,2,5,0
9654,0,2,0,1
11845,1,3,4,2
4687,1,3,3,0
10857,1,5,5,0
3083,0,0,4,0
8680,0,1,2,2
7925,1,4,5,2
1133,0,3,4,0
1519,0,3,3,2
5219,0,1,2,0
12172,0,4,0,2
2660,0,1,0,2
5907,1,3,3,2
5381,0,3,2,2
9561,1,3,3,2
7550,0,0,4,0
12480,0,2,0,0
2281,0,4,5,1
1154,0,0,2,0
10759,1,0,4,0
1896,1,4,5,0
12023,1,3,4,0
11888,0,3,4,2
8112,1,3,4,0
4235,0,2,0,2
3505,0,5,5,2
9783,0,3,4,0
3261,0,3,4,2
3515,0,1,2,2
9821,0,2,2,0
913,0,1,2,2
11068,0,3,4,2
3528,0,1,2,2
11028,1,3,3,0
2777,1,3,3,2
6021,1,3,4,2
6561,0,3,4,0
3443,0,5,1,2
10158,0,2,0,0
9215,0,3,4,2
3362,0,2,2,2
2261,1,5,1,1
2189,0,3,2,1
7138,0,3,3,0
12873,0,1,2,0
12262,0,2,0,2
5781,1,4,5,2
3423,0,1,0,2
775,1,0,2,2
5114,1,2,5,0
3770,0,5,1,0
2825,0,1,0,0
11779,0,4,1,2
4753,1,3,4,0
11043,1,3,3,0
12800,0,4,5,0
10978,1,3,3,0
5778,1,1,2,2
3004,0,5,1,0
8601,0,4,5,2
6278,1,3,3,0
10900,1,3,4,0
10319,0,5,5,0
437,0,2,0,0
12270,0,3,4,2
6170,0,4,1,0
10415,1,5,5,0
6557,0,1,2,0
11982,0,3,2,0
2949,0,0,2,0
904,1,1,2,2
9510,0,2,0,2
7460,1,4,5,0
1830,0,5,1,0
2852,0,0,2,0
7463,1,2,0,0
10845,1,3,3,0
2462,0,0,2,2
12490,1,0,4,0
3241,0,5,1,2
682,1,3,3,2
11181,1,0,4,2
5321,0,1,2,0
3253,0,2,0,2
5757,1,4,5,2
9963,1,3,4,0
9647,1,0,4,1
5961,1,3,2,2
8166,0,1,2,0
137,0,4,5,2
6733,1,3,4,0
11972,1,3,2,0
7167,1,3,4,2
9893,1,0,2,0
3245,0,0,2,2
12617,0,5,1,0
5149,0,4,1,0
6511,1,3,2,0
784,1,0,2,2
3771,1,0,2,0
9728,0,5,5,1
13032,0,0,2,1
12005,0,3,4,0
2246,0,4,5,1
8939,0,5,5,0
1173,1,3,4,0
10718,0,0,4,2
6673,0,2,5,0
2979,0,1,0,0
290,0,4,5,0
9490,1,3,4,2
273,1,4,1,0
5916,0,5,5,2
2796,1,3,2,0
6780,0,4,5,0
4658,0,3,4,0
3539,0,3,3,2
809,0,0,2,2
10318,0,4,5,0
2031,0,0,2,2
2299,0,1,2,1
9377,1,1,0,2
2783,0,3,3,2
2969,1,3,2,0
9659,1,2,0,1
3298,0,2,0,2
11908,1,3,3,2
8324,0,3,4,2
6311,1,3,2,0
144,0,5,5,2
6320,0,1,0,0
8955,0,5,5,0
1311,1,3,3,0
8465,0,1,0,2
3378,0,3,2,2
7984,1,2,2,2
8259,0,3,2,2
6709,0,2,0,0
9532,0,1,2,2
8641,0,2,2,1
3615,0,3,4,0
8413,0,3,2,2
10076,0,3,4,0
4482,1,3,4,0
8596,0,3,3,2
5134,0,1,0,0
12770,0,4,5,0
8389,0,3,3,2
5881,0,1,2,2
4084,1,3,3,0
413,0,0,4,0
6016,1,3,4,2
11513,1,3,2,2
4444,0,1,2,0
11340,0,0,2,0
5523,1,0,4,2
5971,0,3,4,2
3036,0,2,0,0
9967,0,3,4,0
10720,1,3,3,2
1155,0,4,5,0
4026,0,1,2,0
2616,0,3,3,2
2648,0,5,5,2
960,0,0,4,2
3606,0,0,4,0
472,0,2,0,0
8366,0,3,3,2
9485,1,2,0,2
2558,0,1,2,2
7378,0,1,2,0
9603,1,2,0,1
8020,1,3,2,0
9428,1,2,0,2
7692,0,3,4,0
8611,0,5,5,2
8352,0,2,0,2
390,0,0,4,0
9472,0,4,5,2
13046,1,3,4,1
901,0,0,4,2
4634,1,3,4,0
8698,1,1,2,2
7063,1,2,2,2
10593,1,3,4,2
1514,1,3,3,2
11598,1,3,4,2
10808,1,3,3,0
3232,0,2,0,2
12097,1,2,0,2
11531,0,2,5,2
7094,0,3,2,0
7619,0,0,2,0
2063,0,4,0,2
11382,0,0,4,0
710,0,3,3,2
3863,0,0,4,0
8964,0,5,5,1
5415,1,4,1,2
5258,0,0,4,0
12008,0,3,4,0
596,0,4,5,2
4128,1,3,2,2
3131,0,1,4,0
10609,0,0,4,2
7546,1,4,5,0
4234,1,3,4,2
11717,0,0,2,0
3712,0,2,0,2
2472,0,3,2,2
3709,1,3,3,2
8824,0,0,4,0
9787,1,3,4,0
9079,1,3,3,0
11750,0,3,3,0
9826,0,3,3,0
11912,0,2,2,2
5854,1,1,2,2
2766,0,3,3,2
2407,1,1,4,2
10084,1,3,4,0
4157,0,2,0,2
10862,0,4,0,0
3220,0,3,4,2
9273,0,2,2,2
7708,0,3,3,0
10312,1,4,5,0
1738,1,0,4,0
12876,1,3,3,0
3199,1,2,0,2
4826,0,4,5,2
8042,0,3,2,0
1855,0,2,0,0
4251,0,4,5,2
11370,0,0,2,0
11665,1,3,4,0
10961,0,3,3,0
4977,0,4,0,2
8674,1,1,2,2
10116,0,1,2,0
7047,1,4,5,2
9051,0,5,5,0
9859,0,0,2,0
8164,0,4,5,0
11829,0,4,5,2
1459,1,0,2,2
8135,0,2,0,0
5226,1,0,2,0
9857,1,3,3,0
10769,1,4,5,0
11089,0,2,0,2
4386,1,3,4,1
7033,0,3,4,2
6783,0,0,4,0
6455,0,3,3,0
9331,0,0,2,2
2347,0,4,5,1
3496,0,4,5,2
1668,0,0,4,0
11992,0,2,0,0
6934,0,4,1,2
7114,1,3,4,0
286,0,0,2,0
4103,0,3,2,2
857,0,2,0,2
3278,0,2,0,2
8790,1,3,4,0
7693,0,0,4,0
2807,1,3,2,0
7506,0,5,5,0
11553,0,2,0,2
12493,1,4,5,0
2069,1,3,2,0
8032,0,0,2,0
10564,0,3,2,2
2028,0,3,4,2
2301,1,0,4,1
11947,0,2,2,2
7714,0,1,2,0
10736,0,3,2,0
1140,0,5,1,0
11402,0,3,4,0
11970,0,4,1,0
6995,0,4,5,2
6324,0,1,0,0
12425,0,1,2,1
6706,1,3,2,0
2657,1,3,2,2
1009,0,0,4,0
8056,1,5,1,0
2258,1,1,2,1
4373,0,5,5,1
1732,0,3,3,0
7445,0,4,5,0
7853,0,1,4,0
1516,1,0,4,2
10301,1,0,4,0
4951,0,0,4,2
8553,0,5,5,2
0,1,2,5,2
6523,0,2,0,0
10041,0,3,2,0
4058,1,3,4,0
2196,1,5,1,1
6177,0,5,1,0
2604,0,4,5,2
9084,0,5,5,0
9241,0,2,0,2
10447,0,1,2,2
7709,1,3,3,0
7353,1,5,1,0
9425,0,3,4,2
4089,0,3,3,0
11532,0,3,2,2
9621,1,3,4,1
11871,0,1,2,2
5325,0,3,3,0
3768,0,3,4,0
1765,0,5,1,0
4433,1,3,3,1
3531,0,3,3,2
2857,0,4,5,0
5901,1,5,5,2
7390,0,1,2,0
4240,0,4,5,2
7367,1,1,2,0
5788,0,3,4,2
9701,0,3,3,1
7023,1,2,0,2
2417,1,5,5,2
9159,0,5,1,2
8774,1,3,4,0
12545,0,2,5,0
1363,1,1,0,2
12797,0,0,2,0
6962,1,1,0,2
8778,1,3,4,0
6807,0,0,4,0
3031,1,3,4,0
13150,0,3,3,1
1008,1,5,5,0
372,0,3,4,0
9866,1,3,2,0
10124,0,3,4,0
8101,0,5,1,0
10738,0,5,1,0
9207,0,3,4,2
1930,1,5,5,0
12766,0,1,0,0
7912,1,3,4,2
8951,0,4,0,0
995,1,0,2,0
11095,1,2,0,2
7910,1,0,4,2
1333,0,0,4,0
2366,1,3,3,1
1425,0,1,2,2
13005,0,0,4,0
7837,0,5,5,0
5150,0,2,5,0
9319,1,2,5,2
116,0,4,5,2
5856,1,0,4,2
342,1,3,4,0
3633,1,3,3,0
163,0,0,4,2
12622,0,3,4,0
13061,0,1,2,1
8330,0,3,4,2
6636,0,2,2,0
6085,0,1,2,0
7349,0,3,4,0
4822,1,5,1,2
7509,1,5,5,0
4810,0,1,0,2
7503,0,0,4,0
6778,0,5,5,0
8368,1,3,3,2
1492,0,2,0,2
5896,0,3,3,2
11965,0,5,1,0
3883,1,3,3,0
392,0,2,0,0
9017,0,0,2,0
2813,0,3,2,0
7908,0,4,5,2
2575,0,2,0,2
5659,0,0,2,2
6535,0,1,2,0
7225,0,4,5,1
7032,0,0,4,2
1108,0,2,5,0
4671,0,3,3,0
10618,0,1,4,2
2744,1,3,3,2
9688,0,5,5,1
5456,0,5,1,2
6272,0,4,5,0
2248,1,3,4,1
11679,1,3,3,0
6094,0,0,4,0
12831,0,1,2,0
2981,0,5,1,0
7892,1,2,0,2
4057,0,3,4,0
4786,0,1,4,0
11072,1,5,1,2
336,0,3,4,0
5139,0,5,1,0
6206,0,0,2,0
880,1,3,3,2
3837,0,2,2,0
3821,1,4,5,0
1349,0,3,2,2
9541,0,3,3,2
2994,0,4,5,0
11287,1,0,4,2
7902,1,4,5,2
8302,0,3,4,2
1443,1,4,5,2
514,1,2,2,0
1943,1,4,5,0
12208,0,0,2,2
2136,0,3,3,0
10146,0,0,4,0
213,0,3,3,2
3322,0,3,3,2
8294,0,5,1,2
12036,0,1,2,0
8196,0,5,5,0
9738,0,5,1,0
11474,0,1,4,0
1107,0,1,0,0
6545,0,1,2,0
462,0,4,5,0
9368,1,2,5,2
1656,1,2,0,0
3023,0,5,1,0
3429,0,5,1,2
4892,0,3,4,2
8248,1,3,2,2
9244,1,3,4,2
7993,0,4,1,0
966,1,2,2,2
10746,0,2,5,0
3016,0,1,2,0
2916,0,0,4,0
4263,0,2,0,2
964,0,3,3,2
6846,0,1,4,0
11419,0,2,0,0
11345,0,0,2,0
2843,1,3,4,0
1304,0,0,4,0
9698,0,2,0,1
12712,0,5,5,0
4944,1,2,2,2
12795,0,4,5,0
4378,0,4,5,1
243,0,4,1,0
7459,1,3,4,0
4875,1,2,0,2
10743,1,5,1,0
9042,0,3,4,0
2507,0,1,2,2
6343,0,3,4,0
5929,1,5,5,2
11330,0,0,2,0
13096,1,5,5,1
333,0,0,2,0
8320,0,1,2,2
5307,1,3,3,0
1420,1,1,2,2
8493,0,0,2,2
5726,1,0,2,2
12090,0,2,2,0
7650,0,1,2,0
10048,0,5,1,0
2227,1,5,1,1
1301,0,0,4,0
3850,1,1,4,0
2284,0,1,2,1
4325,0,2,0,1
6347,0,2,0,0
1635,1,5,5,0
3135,0,3,3,0
4793,0,3,3,0
6936,1,0,2,2
1834,0,4,5,0
2027,1,3,4,2
3973,0,1,2,0
1271,1,3,4,0
12102,0,4,5,2
753,0,1,0,2
5246,0,4,5,0
6498,0,1,0,0
2155,0,3,3,0
9251,0,2,0,2
1998,1,4,0,0
8966,0,4,0,1
9675,0,4,5,1
2323,1,1,2,1
10965,0,1,4,0
218,0,3,2,0
12666,0,2,0,0
4955,1,0,4,2
5071,0,0,4,0
3164,1,2,5,2
3413,1,3,2,2
5037,0,0,2,0
11451,0,1,4,0
3544,0,4,5,2
2676,0,0,2,2
11339,0,1,0,0
167,0,4,5,2
1700,1,3,3,0
12403,0,0,2,1
5403,0,5,1,2
234,1,1,0,0
9199,0,2,0,2
4244,0,2,0,2
7922,1,1,2,2
6429,0,4,5,0
11202,1,1,2,2
4107,1,1,0,2
2269,1,5,1,1
5667,1,0,2,2
7649,1,3,3,0
10571,1,3,4,2
1536,0,3,2,0
1761,0,0,2,0
3440,0,2,0,2
3478,1,3,4,2
1400,0,1,2,2
12456,0,3,3,1
931,0,0,4,2
11174,0,1,2,2
2547,0,2,0,2
12867,0,1,2,0
10299,1,1,2,0
5813,1,0,4,2
5376,0,3,3,0
8349,0,4,5,2
3734,1,3,3,2
5557,0,2,0,2
1075,1,5,5,0
2617,0,2,2,2
1086,0,2,2,0
3940,0,0,4,0
13036,0,3,4,1
3136,0,2,2,0
12926,1,3,2,0
12177,0,3,2,2
4525,0,0,4,2
12095,1,5,5,2
7796,0,3,4,0
12059,0,0,4,0
11322,0,3,2,0
8722,0,0,4,2
12603,0,5,1,0
10979,0,1,4,0
8858,0,2,5,0
9517,0,1,2,2
12846,1,3,4,0
1279,1,3,4,0
5705,1,0,2,2
4257,0,2,0,2
11920,0,1,4,2
7707,0,0,4,0
2928,0,1,4,0
2884,0,5,5,0
5074,0,1,2,0
3445,0,2,0,2
4846,0,0,2,2
3452,0,1,2,2
8497,0,4,5,2
7401,1,5,1,0
5050,1,3,4,0
12725,0,1,4,0
3234,1,3,4,2
12438,0,0,4,1
11566,0,3,4,2
11506,0,3,4,1
8212,1,3,3,0
2434,0,5,1,2
11465,0,2,2,0
1062,0,4,5,0
12321,1,4,0,2
7655,0,0,4,0
10764,0,2,0,0
6151,1,3,2,0
8405,1,2,5,2
1025,1,3,4,0
1190,1,3,3,0
12160,0,1,4,2
10431,0,0,2,2
2500,0,2,0,2
3945,1,3,4,0
1546,0,1,0,0
2695,0,0,2,2
4783,0,0,4,0
9500,0,4,5,2
10927,0,0,4,0
3348,0,2,2,2
13016,1,3,3,0
6939,1,3,2,2
2525,0,5,1,2
2193,1,2,5,1
7823,0,5,5,0
958,1,1,4,2
4589,1,3,3,2
11320,0,0,2,0
2376,0,1,4,1
764,0,4,5,2
10472,0,1,2,2
3569,0,1,4,2
2850,0,3,4,0
878,0,5,5,2
4948,0,4,5,2
5959,1,5,1,2
10028,0,3,2,0
4787,0,0,4,0
7669,1,3,3,0
2845,0,1,2,0
9401,0,3,4,2
5524,1,2,0,2
12727,1,3,3,0
4939,0,0,4,2
10842,0,3,3,0
3193,0,1,0,2
7149,1,3,3,0
12237,0,2,0,2
7758,1,3,4,0
10584,0,3,4,2
4999,1,3,2,0
9423,0,4,5,2
796,0,2,0,2
12224,0,1,2,2
12736,0,2,2,0
7694,1,3,4,0
12858,1,3,4,0
9994,0,2,2,0
12374,0,3,2,1
4879,1,0,2,2
4592,1,4,5,2
6664,0,5,5,0
4465,0,3,4,0
2150,0,0,4,0
773,0,4,5,2
4368,0,5,5,1
12430,0,0,4,1
259,1,2,5,0
4376,0,2,0,1
1300,0,1,2,0
7026,1,4,5,2
5567,0,0,4,2
9418,1,4,5,2
11617,0,0,2,0
6982,0,1,2,2
7135,1,3,4,0
5165,0,5,1,0
3961,0,2,0,0
6612,0,5,5,0
292,1,0,2,0
2262,0,2,0,1
12927,0,4,1,0
8025,0,3,2,0
1991,0,3,3,0
10508,0,1,2,2
4968,0,0,4,2
1624,1,3,4,0
6812,0,4,5,0
2228,0,0,2,1
7478,1,1,2,0
1643,1,3,4,0
11629,0,3,4,0
5514,1,1,2,2
8434,1,0,2,2
1716,0,1,4,0
5685,1,2,5,2
11118,1,1,2,2
6765,0,4,5,0
5550,0,5,5,2
4626,1,3,2,0
11264,1,4,0,2
6266,0,3,3,0
7814,1,3,4,0
2959,0,2,5,0
7154,0,3,3,0
5528,0,0,4,2
4745,0,3,4,0
9722,1,3,3,1
9288,0,5,5,2
10703,0,3,3,2
8699,1,2,0,2
11974,0,3,2,0
1175,0,1,2,0
11473,0,2,2,0
1046,1,0,4,0
7059,0,3,3,2
3165,0,0,2,2
12263,0,4,5,2
6782,0,1,2,0
7739,0,3,2,0
3649,1,3,3,0
3451,0,0,2,2
7815,0,5,5,0
11769,0,3,3,0
10952,0,0,4,0
2544,0,1,2,2
3999,0,1,4,0
1977,0,1,4,0
1292,0,1,2,0
9985,1,3,3,0
4440,1,3,3,1
6300,0,0,4,0
8030,1,5,1,0
12234,1,3,4,2
35,1,4,5,2
8537,0,2,0,2
11199,1,3,3,2
1638,0,0,4,0
8862,0,5,1,0
5155,1,1,0,0
4363,0,1,2,1
11169,1,4,5,2
11290,0,0,4,2
11641,0,0,2,0
5863,0,4,5,2
8142,1,0,4,0
7771,0,3,4,0
6201,0,3,4,0
4339,0,4,5,1
9294,0,0,4,2
6931,0,1,0,2
6288,0,5,5,0
8206,0,4,0,0
1094,0,3,2,0
9905,0,3,4,0
2950,0,2,5,0
6894,1,2,5,2
8765,0,3,4,0
7471,1,3,4,0
655,0,3,4,2
2052,0,0,4,2
11475,0,0,4,0
22,1,3,2,2
1341,1,0,2,2
6452,0,1,2,0
2710,0,0,2,2
3948,0,0,4,0
5407,0,0,2,2
2350,1,4,5,1
2899,0,4,5,0
3212,0,3,4,2
12900,0,5,5,0
12925,0,3,2,0
9717,0,0,4,1
6720,0,1,0,0
2304,0,4,5,1
1380,0,3,4,2
7557,1,5,5,0
12936,1,3,2,0
2612,0,5,5,2
3486,0,1,2,2
6725,0,2,0,0
9860,0,1,0,0
6394,1,3,4,0
7747,1,3,2,0
7597,1,2,2,0
1908,1,4,5,0
5790,1,4,5,2
2343,0,1,2,1
5154,0,3,2,0
3766,0,1,2,0
9352,1,4,1,2
6314,0,0,2,0
3392,0,5,1,2
3456,0,3,4,2
3878,0,1,4,0
813,1,2,0,2
11725,1,3,4,0
5019,0,3,4,0
3760,1,1,2,0
8525,0,4,5,2
2329,0,4,5,1
12564,0,1,0,0
1250,0,0,2,0
10174,0,1,2,0
11702,1,3,4,0
7596,0,0,4,0
5874,0,3,4,2
1853,0,0,4,0
6181,0,3,4,0
9470,1,4,5,2
1329,0,0,4,0
12852,1,3,4,0
5197,0,3,4,0
7712,1,3,3,0
7081,0,1,4,2
7863,1,3,3,0
9955,0,3,4,0
8800,0,1,2,0
9800,0,1,2,0
2971,0,0,2,0
1448,0,0,2,2
7852,1,0,4,0
6217,0,4,5,0
12866,0,4,5,0
9,0,4,1,2
11022,0,1,2,0
8358,0,5,5,2
7875,1,0,2,2
7298,0,4,5,1
7277,1,1,2,1
4042,0,2,0,0
6879,0,0,4,0
1407,0,5,1,2
10877,0,4,0,0
6437,0,0,4,0
3447,0,1,2,2
2403,0,1,4,1
672,0,4,5,2
13023,0,1,0,1
7374,0,5,1,0
9999,0,2,2,0
5662,0,3,2,2
6890,0,3,2,2
10426,0,1,0,2
6596,0,0,4,0
10910,1,3,4,0
5801,1,0,2,2
7790,0,0,4,0
1740,0,1,4,0
7776,1,3,4,0
3095,0,3,4,0
844,1,2,0,2
12631,0,2,0,0
9336,1,2,5,2
10619,0,4,0,2
10464,1,3,4,2
5509,0,2,0,2
5903,0,1,2,2
4431,0,4,0,1
5888,0,3,3,2
8092,0,2,0,0
6837,0,2,2,0
8316,0,3,4,2
12382,0,3,4,1
5752,0,1,2,2
6554,1,3,4,0
10937,0,3,4,0
184,0,3,3,2
2418,0,2,2,2
9730,0,2,2,1
4853,0,2,0,2
6826,1,0,4,0
7608,0,3,4,0
8419,0,5,1,2
2774,0,1,4,2
4870,0,0,2,2
6680,0,1,0,0
9674,0,1,2,1
3933,1,3,4,0
3830,0,1,2,0
7670,0,3,3,0
6087,1,3,4,0
5526,1,4,5,2
5396,1,4,1,2
10324,1,1,2,0
9997,0,3,3,0
4577,0,5,5,2
9444,0,5,1,2
11494,1,3,4,1
2701,0,3,4,2
4980,0,0,4,2
8786,1,3,4,0
6745,1,3,4,0
6227,0,5,1,0
1413,0,4,5,2
6473,1,3,3,0
6106,1,3,3,0
6316,1,3,2,0
6732,0,0,2,0
13099,0,1,2,1
5115,0,4,1,0
12834,1,3,4,0
9045,1,3,4,0
11495,0,3,4,1
1388,0,1,0,2
11458,0,2,2,0
11840,0,1,2,2
9308,1,4,0,2
11336,1,3,4,0
9529,0,5,5,2
5817,0,2,0,2
6156,0,1,0,0
3660,0,0,4,0
3882,0,5,5,0
10320,1,3,3,0
6803,0,5,5,0
7726,0,1,4,0
10704,1,3,3,2
3293,0,4,5,2
2383,0,0,4,1
6122,0,3,3,0
9412,0,4,5,2
11563,0,2,0,2
7663,0,0,4,0
2763,0,0,4,2
5687,0,1,0,2
