,sex,age,generation,incomelevel
7102,1,3,4,0
9978,0,0,4,0
12313,0,2,2,2
2673,0,3,2,2
9900,1,0,2,0
306,1,2,0,0
3024,1,3,4,0
8747,0,3,2,0
12346,0,2,2,2
12162,0,3,3,2
9240,0,1,2,2
3822,0,4,5,0
2830,0,0,2,0
3396,0,2,5,2
5259,0,3,4,0
9041,1,3,4,0
10030,0,2,5,0
9867,0,3,2,0
3414,0,3,2,2
8969,1,3,3,1
12218,0,2,0,2
9259,0,4,5,2
3202,0,2,0,2
3942,0,3,4,0
12244,0,2,0,2
1060,0,1,2,0
1217,0,4,0,0
4380,1,3,4,1
7104,0,0,2,0
5963,0,5,1,2
6104,0,1,2,0
819,0,0,2,2
10317,0,3,3,0
7995,1,1,0,0
376,1,1,2,0
833,0,5,5,2
5664,0,4,1,2
3053,0,3,4,0
9200,0,3,4,2
1451,0,5,1,2
2707,0,0,2,2
9815,0,3,3,0
6447,0,2,0,0
525,1,2,2,0
10751,1,3,2,0
4667,0,0,4,0
9124,1,5,5,0
9365,0,5,1,2
832,1,3,4,2
3421,0,4,5,2
8726,1,3,3,2
4051,0,1,2,0
3762,1,3,4,0
4963,1,3,3,2
5177,0,1,0,0
11196,0,2,0,2
6014,1,5,1,2
769,1,3,4,2
4604,0,4,5,2
6110,1,3,3,0
5572,0,5,5,2
11722,1,3,4,0
3728,0,0,4,2
1701,1,5,5,0
7947,1,2,0,2
1723,1,3,3,0
8047,1,2,0,0
8882,0,3,4,0
693,0,1,4,2
12996,0,3,3,0
6403,0,2,0,0
4360,0,4,5,1
5466,1,0,2,2
6841,0,3,3,0
12789,0,4,5,0
2495,1,3,4,2
4428,0,4,0,1
7513,1,0,4,0
11405,0,2,0,0
10790,0,5,5,0
4467,0,1,2,0
10329,0,3,3,0
3805,0,5,5,0
9817,0,0,4,0
12597,0,2,0,0
4441,1,3,4,0
10398,0,0,4,0
8119,0,3,4,0
3294,1,3,4,2
7895,0,1,2,2
7975,1,3,3,2
9868,0,2,5,0
1057,1,2,0,0
8826,0,3,3,0
6475,0,2,2,0
7651,0,0,4,0
10967,1,3,3,0
1082,1,1,2,0
7010,1,2,0,2
6813,0,2,0,0
952,0,3,3,2
7474,1,2,0,0
4313,0,4,5,1
580,0,1,0,2
4585,0,2,0,2
13039,0,1,0,1
7221,1,4,5,1
1508,1,5,5,2
7579,0,3,3,0
7201,0,3,3,2
5425,1,2,0,2
3739,0,0,4,2
1537,0,4,1,0
8913,0,5,5,0
8148,1,3,4,0
2919,0,5,5,0
2504,0,5,1,2
11219,0,5,5,2
3042,0,1,2,0
493,1,5,5,0
11403,0,4,5,0
6184,1,5,1,0
3336,0,5,5,2
3411,0,4,1,2
6143,0,1,0,0
5578,1,5,5,2
9795,0,1,2,0
10278,1,4,5,0
5865,1,1,2,2
5753,0,4,5,2
6575,0,2,0,0
4289,0,2,2,2
9792,1,3,4,0
9773,1,3,4,0
5700,0,4,1,2
3434,0,3,4,2
9548,0,3,3,2
9233,0,3,4,2
12509,0,4,5,0
9206,0,2,0,2
209,0,5,5,2
1762,0,2,5,0
12476,1,5,5,0
9343,1,4,1,2
1506,0,3,4,2
2589,0,2,0,2
2278,1,5,1,1
11085,1,4,5,2
241,0,2,5,0
1528,1,3,2,0
8989,0,2,2,1
8068,0,0,2,0
1216,0,1,4,0
3454,0,2,0,2
1892,0,5,5,0
6371,0,5,1,0
344,1,5,1,0
8483,0,5,1,2
8724,1,0,4,2
7069,0,5,5,2
9260,0,1,2,2
140,0,2,0,2
6774,0,1,2,0
3381,0,4,1,2
3112,0,4,5,0
9385,0,5,1,2
2639,0,4,0,2
4451,0,1,2,0
12898,0,1,4,0
7422,0,4,5,0
8905,0,4,5,0
1276,1,3,4,0
1593,0,4,5,0
9961,0,0,4,0
4998,0,0,2,0
12435,1,3,3,1
30,0,3,2,2
11267,0,1,4,2
623,0,5,5,2
4017,0,3,4,0
10045,0,0,2,0
5735,1,1,0,2
7065,0,1,2,2
12870,1,3,3,0
7242,1,2,0,1
4415,0,4,5,1
5153,1,3,2,0
10721,0,1,4,2
5519,0,2,0,2
10024,0,1,0,0
9669,1,4,5,1
9645,1,5,5,1
9948,1,3,4,0
1398,0,5,1,2
12422,0,0,4,1
3727,0,1,4,2
10820,0,1,2,0
12818,0,1,2,0
2080,0,0,2,0
10078,0,2,0,0
83,0,2,0,2
9254,0,4,5,2
2932,0,0,4,0
379,0,0,4,0
4204,0,5,1,2
2375,1,0,4,1
8170,0,0,4,0
467,1,3,3,0
12127,0,4,0,2
8845,0,2,5,0
6405,0,0,4,0
9915,0,0,2,0
3791,0,0,4,0
10145,0,5,5,0
6824,0,3,3,0
10834,0,5,5,0
12443,1,3,3,1
5066,0,0,4,0
8982,0,5,5,1
3317,0,0,4,2
1689,1,5,5,0
69,0,0,2,2
11062,0,4,5,2
8147,0,5,5,0
1318,1,3,3,0
339,1,0,2,0
275,0,0,2,0
7490,1,4,5,0
24,1,4,1,2
2067,1,3,3,2
1573,1,2,0,0
4680,1,3,3,0
2387,0,4,0,1
2085,0,3,2,0
11596,0,3,4,2
1649,1,2,0,0
246,1,1,0,0
11394,0,0,4,0
8730,0,0,2,0
11087,0,0,2,2
11925,0,5,5,2
8928,1,3,4,0
717,0,3,3,2
9179,0,2,0,2
4247,0,3,4,2
3983,0,1,4,0
1707,0,2,2,0
1088,0,5,5,0
5731,1,3,4,2
681,0,5,5,2
6386,0,0,2,0
7255,0,3,4,1
549,0,2,5,2
6216,0,3,4,0
4877,0,5,1,2
12951,0,3,4,0
1163,1,3,4,0
6900,0,5,1,2
3058,0,4,5,0
8542,0,0,4,2
1569,0,4,5,0
7283,0,1,2,1
11213,1,1,2,2
12582,0,5,1,0
6120,0,1,4,0
1112,0,2,5,0
7698,1,3,4,0
12943,0,1,0,0
5831,0,3,4,2
1064,1,0,4,0
1589,0,1,2,0
7018,0,3,4,2
2420,1,0,4,2
4384,0,3,4,1
6161,0,1,0,0
3829,0,2,0,0
11035,0,0,4,0
3368,0,2,2,2
8981,1,3,3,1
10726,0,2,5,0
782,0,4,5,2
6329,0,2,5,0
8623,0,5,5,2
10193,0,2,0,0
12409,0,0,2,1
12589,0,5,1,0
3938,0,3,4,0
10637,0,4,5,0
6063,1,3,4,0
2321,1,4,5,1
5462,0,1,2,2
1050,0,0,4,0
12055,0,2,0,0
12198,0,1,0,2
3485,1,3,4,2
5336,1,0,4,0
11408,1,3,4,0
3395,0,1,0,2
11827,0,1,2,2
1549,0,5,1,0
6990,1,2,0,2
7711,0,3,3,0
1432,1,4,5,2
81,0,1,2,2
5561,1,0,4,2
4513,0,1,4,0
13139,1,5,5,1
5828,0,1,2,2
616,0,4,5,2
7156,0,3,2,2
4114,0,2,5,2
11963,0,3,2,0
10583,1,3,4,2
6056,0,0,2,0
1018,0,1,2,0
8994,1,3,3,1
2948,0,3,2,0
495,0,1,4,0
13072,0,1,2,1
2521,0,1,2,2
967,1,0,4,2
3627,0,0,4,0
7233,1,4,5,1
5204,0,2,0,0
2671,0,0,2,2
7963,1,0,4,2
365,1,2,0,0
393,0,3,4,0
636,0,0,4,2
8846,0,0,2,0
1899,0,0,4,0
12149,0,2,2,2
3283,0,1,2,2
895,1,0,4,2
5531,0,4,5,2
204,1,2,2,2
10614,0,1,4,2
9452,1,5,1,2
4479,0,2,0,0
11961,1,3,2,0
8444,1,0,2,2
8829,1,3,3,0
6404,0,4,5,0
7386,0,4,5,0
11581,0,0,4,2
1135,0,4,5,0
1182,0,1,2,0
659,0,1,2,2
8261,1,3,2,2
10970,1,3,3,0
1708,0,0,4,0
663,0,0,4,2
507,0,1,4,0
7568,0,5,5,0
120,0,0,4,2
155,0,4,5,2
4165,0,4,5,2
728,0,2,5,2
1072,0,5,5,0
4508,0,1,4,0
8653,1,4,5,2
12309,1,4,0,2
6737,0,0,2,0
6609,0,0,4,0
2108,1,3,4,0
7443,0,0,4,0
5549,0,4,5,2
10261,0,4,5,0
11835,0,2,0,2
2479,1,3,4,2
2523,0,3,4,2
12567,0,3,2,0
7082,0,5,5,2
4720,0,3,4,0
915,1,1,4,2
6777,0,3,4,0
866,1,1,2,2
5590,1,5,5,2
4915,1,4,5,2
13003,0,3,3,0
7967,0,3,3,2
10879,1,3,3,0
3959,1,3,3,0
3936,0,0,4,0
6022,0,5,5,2
1019,0,2,0,0
6572,0,3,4,0
1823,1,3,4,0
6938,1,2,5,2
3919,0,0,2,0
9600,1,1,2,1
2519,0,2,0,2
2365,0,5,5,1
881,0,1,2,2
11758,0,3,3,0
1151,0,5,1,0
10283,0,3,4,0
8332,1,3,4,2
10891,1,3,2,0
3664,0,1,4,0
7497,1,5,5,0
1010,0,1,2,0
8559,0,2,0,2
4029,0,3,4,0
4642,0,3,4,0
3527,0,0,4,2
10077,1,3,4,0
1660,0,2,0,0
4958,0,4,0,2
923,1,3,3,2
12075,1,3,3,0
8901,0,3,4,0
3902,0,3,4,0
10918,0,3,4,0
308,1,4,5,0
7411,0,5,1,0
7760,0,0,2,0
6956,0,1,0,2
10885,0,3,2,0
2742,0,0,4,2
7515,1,2,0,0
5322,0,4,5,0
9439,1,0,2,2
10420,0,2,5,2
2409,0,0,4,2
3818,0,1,2,0
11349,0,1,2,0
10436,1,3,4,2
10229,0,2,2,0
2970,0,2,5,0
11989,1,5,1,0
8430,1,3,2,2
7414,1,1,2,0
287,0,1,0,0
7775,0,3,4,0
4129,0,3,2,2
12169,0,5,5,2
9479,1,3,4,2
78,1,1,2,2
7867,0,1,4,0
7554,0,4,5,0
5102,1,3,3,0
3540,1,3,3,2
12880,0,5,5,0
4573,0,4,5,2
11615,0,3,3,2
5992,1,3,4,2
11870,0,2,0,2
2718,0,1,2,2
7079,0,0,4,2
2306,1,5,5,1
2346,0,3,3,1
12085,0,4,5,0
4275,0,3,3,2
12293,0,2,0,2
2663,0,1,0,2
4109,1,3,2,2
8398,0,0,4,2
3369,0,5,5,2
475,0,5,5,0
2481,1,0,2,2
956,0,5,5,2
6691,0,2,5,0
7351,0,5,1,0
7539,0,4,5,0
2113,0,0,2,0
129,0,2,0,2
4545,0,4,5,2
4935,1,3,3,2
5026,1,3,4,0
10951,0,3,3,0
12528,1,1,2,0
443,1,2,0,0
12765,0,5,1,0
8961,0,4,5,1
9057,0,3,4,0
5849,0,1,2,2
10986,0,3,4,0
5220,0,2,0,0
7175,1,3,4,2
1628,0,2,0,0
8991,0,2,2,1
12522,0,5,5,0
1472,1,4,5,2
5727,0,4,5,2
5063,0,3,4,0
62,0,2,0,2
4819,0,3,4,2
4494,0,0,4,0
2629,1,3,3,2
9650,0,5,5,1
579,0,0,2,2
4507,0,2,2,0
5284,0,1,2,0
11410,1,0,4,0
12010,0,5,1,0
5379,0,1,0,2
6301,0,3,3,0
12187,1,3,2,2
6676,1,3,2,0
7679,1,3,4,0
7182,0,3,4,2
5366,0,1,4,0
11674,0,0,4,0
7439,1,1,2,0
8735,0,3,2,0
12058,1,3,4,0
12051,0,0,4,0
1654,1,3,4,0
2137,0,0,4,0
12272,0,1,2,2
1007,1,4,5,0
955,1,3,3,2
2427,0,4,1,2
7943,0,2,0,2
9152,0,4,1,2
4597,0,3,3,2
1479,0,2,0,2
9646,1,1,2,1
7931,0,3,4,2
1987,1,5,5,0
3190,1,1,0,2
4317,0,2,0,1
11529,0,0,2,2
9824,0,0,4,0
798,1,3,4,2
9740,0,0,2,0
5101,0,3,3,0
4844,1,0,2,2
2619,0,0,4,2
3267,0,5,1,2
7512,1,4,5,0
12119,1,4,0,2
11180,1,4,5,2
3628,0,1,2,0
677,0,0,4,2
8495,0,2,0,2
9770,0,3,4,0
10139,1,3,4,0
8677,1,4,5,2
159,1,2,0,2
8919,0,4,5,0
5151,0,1,0,0
7576,0,2,2,0
10542,0,3,3,2
1885,1,4,5,0
509,0,3,3,0
9811,0,2,0,0
12621,0,0,2,0
12278,0,5,5,2
4961,0,3,3,2
6880,1,3,3,0
2973,0,5,1,0
9644,0,3,4,1
3595,1,3,4,0
12115,0,1,2,2
9486,0,2,0,2
10545,0,2,2,2
2162,0,3,3,0
10216,0,2,2,0
1918,1,3,4,0
8255,0,4,1,2
2782,1,3,3,2
9797,1,3,4,0
6031,0,3,4,2
7742,1,3,2,0
1929,1,4,5,0
5574,1,1,2,2
2315,1,3,4,1
4555,0,3,4,2
12452,0,3,3,1
1631,0,3,4,0
11477,1,3,3,0
5834,1,4,5,2
3718,0,0,4,2
7675,0,0,4,0
12086,0,3,3,0
496,0,2,2,0
11939,0,4,0,2
6446,1,5,5,0
6587,0,4,5,0
567,0,0,2,2
1000,0,2,0,0
4947,0,5,5,2
10409,1,4,0,0
5814,0,0,4,2
7158,0,3,4,2
7529,0,0,4,0
9424,0,2,0,2
5684,1,4,1,2
11893,0,0,4,2
10947,0,1,2,0
1285,0,1,2,0
3668,1,3,4,2
703,1,3,3,2
11225,1,5,5,2
2503,0,3,4,2
3475,0,4,5,2
7238,0,3,4,1
11544,1,3,4,2
3044,0,5,1,0
3884,1,5,5,0
2730,0,2,0,2
2967,0,1,0,0
987,0,5,1,0
10380,1,4,0,0
8573,0,4,5,2
3763,1,5,1,0
1873,1,4,5,0
5615,0,3,3,2
8683,0,4,5,2
12136,0,1,4,2
874,0,4,5,2
5211,0,2,0,0
5291,0,5,5,0
8886,0,2,0,0
7361,0,3,4,0
12348,0,3,3,2
302,0,4,5,0
8272,0,4,5,2
5912,1,5,5,2
7677,1,3,3,0
5765,0,5,1,2
9729,0,1,4,1
6232,0,3,4,0
651,0,0,4,2
10154,0,3,4,0
1245,0,3,2,0
3798,0,4,5,0
12547,0,0,2,0
4976,0,5,5,2
8903,0,0,2,0
3687,1,3,4,2
12669,0,5,5,0
5096,0,0,4,0
4909,0,4,5,2
6319,0,2,5,0
7560,1,0,4,0
9894,0,2,0,0
4151,0,2,0,2
9271,0,5,5,2
3248,0,4,5,2
4981,0,3,3,2
5418,0,1,0,2
3251,0,3,4,2
6150,0,3,2,0
827,0,1,2,2
8385,0,5,5,2
7857,1,1,4,0
2049,0,0,4,2
12661,0,4,5,0
2491,0,4,5,2
3204,0,4,5,2
2102,1,3,4,0
9093,0,3,3,0
6758,0,4,5,0
6988,1,3,4,2
7045,1,2,0,2
9594,0,5,1,1
10096,0,5,1,0
7935,1,1,2,2
2557,0,0,4,2
5913,0,0,4,2
6628,0,2,2,0
7535,1,2,0,0
5060,0,1,2,0
8570,0,0,4,2
2956,0,4,1,0
9941,1,1,2,0
1874,1,5,5,0
1722,0,5,5,0
11077,0,4,5,2
6412,0,3,4,0
577,0,5,1,2
4113,0,5,1,2
10108,0,1,2,0
3522,0,1,2,2
2785,0,2,2,1
9550,0,5,5,2
10506,0,3,3,2
5986,0,5,1,2
10238,0,1,4,0
1639,0,2,0,0
6162,0,0,2,0
12020,0,2,0,0
10133,1,3,4,0
4003,0,5,5,0
2700,1,3,4,2
1136,0,5,1,0
11106,1,2,0,2
11991,0,4,5,0
3607,1,3,4,0
2684,0,0,2,2
1601,0,1,2,0
7906,0,1,2,2
9946,0,0,2,0
11436,0,0,4,0
12571,0,1,0,0
2925,0,3,3,0
10658,0,3,4,2
1749,1,5,5,0
10423,1,3,2,2
10852,0,4,0,0
8906,0,5,1,0
1442,1,2,0,2
9163,0,0,2,2
7297,0,3,4,1
2871,0,0,4,0
2110,0,0,2,0
630,0,5,5,2
4279,0,1,4,2
10594,0,3,4,2
7217,0,3,4,1
7245,0,3,4,1
6391,0,5,1,0
8201,0,3,3,0
4874,1,3,4,2
12769,0,3,2,0
2960,1,3,2,0
3613,0,0,4,0
3219,1,3,4,2
8099,0,2,0,0
31,0,5,1,2
7436,1,3,4,0
1779,0,4,1,0
7207,0,3,3,2
6708,1,0,2,0
9373,1,5,1,2
8620,0,1,4,2
3021,0,2,0,0
9998,1,3,3,0
2081,1,3,2,0
9050,0,1,2,0
5733,0,5,1,2
148,0,4,5,2
9001,0,0,2,0
4659,1,3,4,0
12308,1,1,4,2
1955,0,2,2,0
9509,0,3,3,2
11440,0,4,5,0
4896,0,5,5,2
9326,0,2,5,2
10828,1,5,5,0
11880,1,3,4,2
9471,0,1,2,2
9814,1,3,3,0
9850,1,3,3,0
3228,1,3,4,2
7571,0,4,0,0
2395,0,2,2,1
1124,0,4,5,0
2964,0,4,1,0
5077,0,3,3,0
1466,0,4,5,2
5920,1,1,4,2
11510,0,2,5,2
10540,0,0,4,2
11341,1,3,4,0
3097,0,2,0,0
5588,1,3,3,2
7847,0,4,0,0
8469,0,3,4,2
3168,0,4,1,2
8986,0,4,0,1
377,1,3,4,0
3238,0,1,2,2
7681,1,3,4,0
9780,0,0,4,0
6067,0,3,4,0
7533,1,5,5,0
9194,1,3,4,2
4805,1,1,0,2
1910,1,4,5,0
2325,0,3,4,1
11216,1,2,0,2
10905,0,3,4,0
7055,0,1,2,2
11346,1,3,4,0
9344,1,0,2,2
550,0,1,0,2
8958,0,0,4,1
10585,1,3,4,2
6159,1,3,2,0
10645,0,1,2,0
1882,1,1,2,0
4122,1,3,2,2
3438,0,1,0,2
5401,0,3,2,2
6154,0,5,1,0
6683,0,3,2,0
1786,1,5,1,0
12518,0,1,2,0
11628,0,0,2,0
686,0,1,2,2
10990,0,1,2,0
12025,0,4,5,0
11518,1,3,2,2
11789,0,5,1,2
2458,0,5,1,2
71,1,5,1,2
4933,0,0,4,2
4873,0,3,4,2
10480,0,3,4,2
839,0,2,0,2
946,1,4,0,2
6018,0,5,5,2
8010,1,5,1,0
8581,0,5,5,2
6983,0,2,0,2
12462,0,1,4,1
11583,0,5,5,2
8090,1,2,0,0
9635,1,1,2,1
7056,0,0,4,2
7763,0,1,0,0
4294,0,1,4,2
4498,0,2,2,0
9491,0,3,4,2
5675,1,0,2,2
11317,0,3,2,0
8521,0,0,2,2
2781,0,0,4,2
4471,0,2,0,0
4615,0,5,5,2
1365,0,4,5,2
10550,0,4,0,2
6970,0,2,0,2
4400,0,2,0,1
5880,0,5,5,2
10347,1,4,0,0
10360,1,0,4,0
9272,0,0,4,2
12670,0,0,4,0
2183,1,4,1,1
10567,1,3,4,2
7086,1,3,2,0
8435,0,0,2,2
4179,1,3,4,2
6843,0,5,5,0
10306,0,3,3,0
9085,0,3,3,0
5988,0,1,2,2
3062,0,5,5,0
8810,0,1,2,0
5116,0,2,5,0
12134,0,5,5,2
4093,0,3,3,0
5529,0,2,0,2
12616,1,3,4,0
7850,0,3,3,0
9732,1,3,3,1
11842,0,4,5,2
11986,0,4,5,0
4516,0,4,0,0
7066,0,2,2,2
13114,0,5,5,1
2912,0,1,2,0
5577,1,4,5,2
3,1,1,0,2
1661,0,0,4,0
9396,1,1,2,2
2327,0,1,2,1
7838,1,3,3,0
126,0,3,4,2
8896,0,5,1,0
5119,0,3,2,0
2447,1,3,2,2
12141,1,4,0,2
205,1,1,2,2
7409,0,3,4,0
10534,1,3,3,2
6698,0,1,0,0
6615,0,2,0,0
10993,0,3,4,0
4071,1,3,3,0
12645,0,5,5,0
11887,1,3,4,2
1283,1,3,4,0
7293,1,5,1,1
9922,0,1,2,0
9329,1,5,1,2
4464,0,0,4,0
5810,1,2,0,2
3868,0,4,0,0
7953,0,2,0,2
2697,1,3,4,2
7446,0,5,5,0
10382,0,4,0,0
2712,0,3,4,2
5720,0,4,5,2
11454,1,3,3,0
1255,0,3,4,0
9160,1,4,1,2
8296,1,3,4,2
1470,0,0,4,2
6264,0,0,4,0
6398,0,1,2,0
11230,0,5,5,2
2940,0,3,3,0
3567,0,3,3,2
5271,1,1,2,0
8476,1,3,4,2
7622,0,0,4,0
12749,0,0,2,0
1043,0,3,4,0
2316,0,1,2,1
10001,0,1,4,0
10956,0,2,2,0
12711,0,0,4,0
7139,1,3,3,0
10925,0,3,4,0
9926,0,4,5,0
11552,0,0,2,2
19,1,1,0,2
10406,1,0,4,0
9066,0,3,4,0
7029,1,0,4,2
1056,1,5,5,0
8756,0,3,4,0
3017,1,3,4,0
4570,1,2,0,2
220,0,5,1,0
10501,0,4,5,2
3533,0,5,5,2
2452,0,2,5,2
4188,0,3,4,2
4239,1,3,4,2
98,1,3,4,2
3960,0,3,3,0
10029,1,0,2,0
8629,0,4,0,2
11129,1,2,0,2
12523,1,3,3,0
1199,0,5,5,0
8948,0,4,0,0
5334,0,3,3,0
1209,0,0,4,0
8741,0,3,2,0
6889,0,1,0,2
6317,0,3,2,0
3286,0,5,5,2
5280,1,1,2,0
2787,0,1,4,1
4250,1,3,3,2
8707,0,0,4,2
319,1,4,5,0
9771,0,1,2,0
12505,1,1,2,0
4790,0,1,4,0
8347,0,5,5,2
5221,0,5,1,0
6794,0,5,5,0
9742,0,3,4,0
8281,0,1,2,2
11155,1,2,0,2
8795,0,3,4,0
6883,0,5,1,2
5626,0,2,2,2
9523,0,2,0,2
11896,0,5,5,2
7228,0,1,0,1
10094,0,1,2,0
6957,0,2,0,2
3213,1,3,4,2
2466,0,5,1,2
2029,1,3,4,2
8179,0,0,4,0
4899,1,3,4,2
7729,0,0,4,0
846,1,0,4,2
8141,0,1,2,0
11222,0,4,5,2
2123,0,3,4,0
6392,0,4,5,0
7209,0,3,4,1
9151,0,3,2,2
5760,0,1,2,2
7652,0,3,3,0
828,0,4,5,2
7458,0,5,5,0
5298,1,5,5,0
12340,1,1,4,2
11575,0,2,0,2
3124,0,0,4,0
11710,0,0,2,0
9162,0,4,1,2
9246,0,4,5,2
9965,0,1,2,0
779,0,3,4,2
649,0,4,5,2
12660,0,5,5,0
3946,0,3,4,0
4697,0,0,2,0
5838,0,1,2,2
8229,0,2,2,0
10237,0,4,0,0
2161,0,0,4,0
11093,1,5,1,2
2934,0,5,5,0
9592,0,0,2,1
2698,0,1,2,2
7983,1,0,4,2
191,0,3,3,2
8412,1,3,2,2
8203,0,5,5,0
653,0,1,2,2
350,0,5,1,0
6819,0,5,5,0
10778,0,1,2,0
2659,0,0,2,2
3603,1,3,4,0
6441,0,3,3,0
7781,0,1,2,0
1737,1,5,5,0
5894,0,2,0,2
1727,1,1,4,0
4857,0,3,4,2
8363,0,2,2,2
9330,1,1,0,2
257,1,0,2,0
3121,1,3,3,0
2187,0,1,0,1
4696,0,3,2,0
9101,1,3,3,0
6274,0,1,2,0
7682,0,3,4,0
1352,1,0,2,2
8627,0,1,4,2
7229,0,2,0,1
10984,0,0,2,0
1098,1,3,2,0
9613,1,1,2,1
9309,1,2,2,2
4813,0,5,1,2
7193,0,3,3,2
12527,0,4,5,0
824,1,2,0,2
3111,0,1,2,0
3276,1,3,4,2
12450,0,1,4,1
1397,1,0,2,2
7746,0,3,2,0
11480,1,0,4,0
10787,0,1,2,0
150,1,3,4,2
3230,0,0,2,2
5349,0,2,2,0
4728,1,3,4,0
26,0,2,5,2
8586,0,2,0,2
8319,1,0,4,2
2870,0,1,2,0
2023,0,3,4,2
6779,1,0,4,0
5386,1,2,5,2
12569,0,4,5,0
13053,0,3,4,1
8197,1,3,3,0
12863,0,0,4,0
44,1,5,1,2
12481,1,4,5,0
10811,0,1,2,0
5292,0,2,0,0
7574,0,0,4,0
12601,1,3,4,0
2821,0,5,1,0
2015,0,0,2,2
1952,1,3,3,0
1002,0,4,5,0
3814,0,0,4,0
9512,0,5,5,2
4887,1,1,2,2
10855,1,1,4,0
2339,0,5,5,1
6092,0,3,4,0
464,1,0,4,0
1208,0,3,3,0
2650,1,3,3,2
7785,0,2,0,0
11299,0,1,0,0
2314,0,0,4,1
3147,0,5,5,0
6695,0,3,2,0
11795,0,4,5,2
1273,0,0,2,0
2590,0,4,5,2
9888,0,2,0,0
6263,1,5,5,0
3337,0,4,5,2
6678,0,2,5,0
1518,0,4,5,2
5952,1,3,3,2
39,0,2,0,2
2725,1,3,4,2
1402,0,0,2,2
10546,0,1,4,2
10687,1,3,4,2
9774,0,3,4,0
252,0,1,0,0
9462,0,5,5,2
8185,0,0,4,0
9188,0,0,2,2
1257,0,0,2,0
112,0,1,2,2
12940,0,0,2,0
3834,1,3,3,0
12689,0,4,5,0
10144,0,2,0,0
8110,0,5,1,0
7595,1,0,4,0
10650,1,0,4,0
12001,1,3,4,0
5739,0,0,2,2
8400,0,2,2,2
9689,1,3,3,1
5383,0,5,1,2
5043,0,3,4,0
5395,1,3,2,2
1768,1,5,1,0
11881,0,3,4,2
5003,0,3,4,0
1073,1,0,4,0
12548,1,3,2,0
3655,0,0,4,0
3390,0,3,2,2
8932,0,3,3,0
3125,0,4,0,0
7950,1,5,5,2
10938,1,3,4,0
7125,1,3,4,0
11127,0,3,4,2
5345,1,0,4,0
909,0,3,3,2
684,0,0,4,2
301,0,3,4,0
1544,1,0,2,0
4288,1,3,3,2
5548,0,3,3,2
1251,1,3,4,0
3064,0,0,4,0
1113,0,0,2,0
6210,0,4,5,0
6594,0,2,0,0
11645,1,3,4,0
2637,0,3,3,2
5353,1,0,4,0
6600,0,0,4,0
5199,1,2,0,0
12563,0,2,5,0
1474,1,2,0,2
6361,0,3,4,0
3614,1,3,4,0
6768,0,0,4,0
10697,0,1,2,2
1748,1,4,0,0
3869,0,1,4,0
1225,0,0,4,0
11689,0,3,3,0
12782,0,4,5,0
334,0,1,2,0
1625,1,4,5,0
7418,1,0,2,0
6080,0,3,4,0
3745,1,3,3,2
5092,0,0,4,0
6168,0,1,0,0
12804,1,3,4,0
11796,0,2,0,2
1367,0,0,2,2
5909,1,1,4,2
12808,0,1,2,0
9388,0,1,0,2
12365,1,3,2,1
11775,0,3,2,2
2888,0,1,2,0
11727,0,0,4,0
761,0,0,2,2
7381,0,0,2,0
11638,0,0,2,0
1532,1,1,0,0
8456,0,1,0,2
2706,0,1,2,2
398,1,2,0,0
10038,0,0,2,0
4864,0,0,2,2
2152,1,3,3,0
11562,0,5,1,2
5600,1,3,3,2
5468,1,2,0,2
3128,0,3,3,0
11733,0,0,4,0
11027,0,3,3,0
1984,1,2,2,0
5450,1,5,1,2
7696,0,0,4,0
8461,1,2,0,2
2515,0,1,2,2
9812,0,0,4,0
3913,1,3,4,0
2893,0,0,4,0
12225,1,3,4,2
4266,0,3,3,2
11278,0,0,4,2
138,1,1,2,2
11036,0,3,3,0
8317,0,5,5,2
8663,1,2,0,2
10771,0,1,2,0
3911,0,1,2,0
2009,0,0,2,2
12841,0,3,4,0
5228,0,4,5,0
8129,0,1,2,0
1736,1,4,0,0
10381,1,5,5,0
5565,1,4,5,2
7691,1,3,4,0
10134,0,2,0,0
381,0,2,0,0
787,0,3,4,2
11417,0,4,5,0
12982,0,3,4,0
10290,1,1,2,0
10554,1,3,3,2
563,0,3,4,2
2111,1,3,4,0
10632,1,5,1,0
842,0,3,4,2
5239,0,0,2,0
1001,0,3,4,0
8475,0,2,0,2
8920,0,5,5,0
5512,0,5,5,2
452,0,5,5,0
9869,0,1,0,0
10806,0,5,5,0
8491,1,3,4,2
9846,0,2,2,0
3306,0,4,5,2
318,1,3,4,0
2596,0,2,0,2
7315,0,5,1,0
9636,1,0,4,1
7468,0,3,4,0
3572,1,3,3,2
458,0,0,4,0
8448,0,4,1,2
8111,1,0,2,0
3313,0,3,3,2
9324,1,1,0,2
8447,0,1,0,2
9752,0,5,1,0
10494,1,3,4,2
10097,0,3,4,0
10184,0,3,3,0
9507,0,1,2,2
4511,0,3,3,0
12839,0,0,4,0
5253,1,0,4,0
3984,0,0,4,0
6058,0,3,4,0
11676,1,3,3,0
12496,0,2,0,0
12593,0,0,2,0
3756,0,3,4,0
13132,0,3,3,1
9488,0,4,5,2
1950,1,0,4,0
2954,1,3,2,0
11261,1,1,4,2
16,0,0,2,2
1674,0,5,5,0
4867,0,5,1,2
1078,0,2,2,0
3363,1,3,3,2
11315,0,0,2,0
5207,1,3,4,0
459,0,1,2,0
4772,1,3,3,0
5161,0,0,2,0
3819,1,0,4,0
